mr0_0,0,A
mr0_0,1,B
mr0_0,2,C
mr0_0,3,C
mr0_0,4,C
mr0_0,5,A
mr0_0,6,C
mr0_0,7,A
mr0_0,8,A
mr0_0,9,A
mr0_0,10,A
mr0_1,100,B
mr0_1,101,B
mr0_1,102,C
mr0_1,103,B
mr0_1,104,B
mr0_1,105,C
mr0_1,106,B
mr0_1,107,A
mr0_1,108,C
mr0_1,109,B
mr0_1,110,B
mr0_2,200,A
mr0_2,201,B
mr0_2,202,B
mr0_2,203,C
mr0_2,204,A
mr0_2,205,C
mr0_2,206,C
mr0_2,207,B
mr0_2,208,A
mr0_2,209,B
mr0_2,210,A
mr0_3,300,C
mr0_3,301,B
mr0_3,302,C
mr0_3,303,A
mr0_3,304,C
mr0_3,305,A
mr0_3,306,B
mr0_3,307,A
mr0_3,308,B
mr0_3,309,A
mr0_3,310,B
mr0_4,400,C
mr0_4,401,A
mr0_4,402,A
mr0_4,403,C
mr0_4,404,A
mr0_4,405,B
mr0_4,406,A
mr0_4,407,C
mr0_4,408,C
mr0_4,409,C
mr0_4,410,C
mr0_5,500,C
mr0_5,501,A
mr0_5,502,A
mr0_5,503,A
mr0_5,504,C
mr0_5,505,B
mr0_5,506,B
mr0_5,507,B
mr0_5,508,B
mr0_5,509,C
mr0_5,510,C
mr0_6,600,B
mr0_6,601,C
mr0_6,602,B
mr0_6,603,A
mr0_6,604,B
mr0_6,605,A
mr0_6,606,C
mr0_6,607,A
mr0_6,608,B
mr0_6,609,C
mr0_6,610,B
mr0_7,700,B
mr0_7,701,A
mr0_7,702,C
mr0_7,703,B
mr0_7,704,A
mr0_7,705,A
mr0_7,706,B
mr0_7,707,C
mr0_7,708,B
mr0_7,709,A
mr0_7,710,B
mr0_8,800,B
mr0_8,801,C
mr0_8,802,C
mr0_8,803,A
mr0_8,804,C
mr0_8,805,A
mr0_8,806,B
mr0_8,807,B
mr0_8,808,A
mr0_8,809,A
mr0_8,810,A
mr0_9,900,C
mr0_9,901,A
mr0_9,902,C
mr0_9,903,B
mr0_9,904,C
mr0_9,905,C
mr0_9,906,A
mr0_9,907,A
mr0_9,908,C
mr0_9,909,A
mr0_9,910,C
mr0_10,1000,B
mr0_10,1001,C
mr0_10,1002,B
mr0_10,1003,B
mr0_10,1004,B
mr0_10,1005,C
mr0_10,1006,B
mr0_10,1007,B
mr0_10,1008,A
mr0_10,1009,C
mr0_10,1010,B
mr0_11,1100,B
mr0_11,1101,A
mr0_11,1102,C
mr0_11,1103,C
mr0_11,1104,A
mr0_11,1105,B
mr0_11,1106,B
mr0_11,1107,C
mr0_11,1108,A
mr0_11,1109,A
mr0_11,1110,A
mr0_12,1200,B
mr0_12,1201,C
mr0_12,1202,B
mr0_12,1203,A
mr0_12,1204,C
mr0_12,1205,A
mr0_12,1206,B
mr0_12,1207,B
mr0_12,1208,A
mr0_12,1209,C
mr0_12,1210,B
mr0_13,1300,C
mr0_13,1301,B
mr0_13,1302,C
mr0_13,1303,A
mr0_13,1304,A
mr0_13,1305,C
mr0_13,1306,C
mr0_13,1307,A
mr0_13,1308,C
mr0_13,1309,C
mr0_13,1310,B
mr0_14,1400,A
mr0_14,1401,C
mr0_14,1402,C
mr0_14,1403,A
mr0_14,1404,B
mr0_14,1405,B
mr0_14,1406,C
mr0_14,1407,C
mr0_14,1408,B
mr0_14,1409,B
mr0_14,1410,A
mr0_15,1500,C
mr0_15,1501,A
mr0_15,1502,A
mr0_15,1503,B
mr0_15,1504,A
mr0_15,1505,A
mr0_15,1506,C
mr0_15,1507,A
mr0_15,1508,B
mr0_15,1509,C
mr0_15,1510,C
mr0_16,1600,A
mr0_16,1601,C
mr0_16,1602,C
mr0_16,1603,B
mr0_16,1604,C
mr0_16,1605,C
mr0_16,1606,A
mr0_16,1607,C
mr0_16,1608,C
mr0_16,1609,A
mr0_16,1610,B
mr0_17,1700,B
mr0_17,1701,C
mr0_17,1702,A
mr0_17,1703,C
mr0_17,1704,C
mr0_17,1705,B
mr0_17,1706,A
mr0_17,1707,A
mr0_17,1708,C
mr0_17,1709,A
mr0_17,1710,C
mr0_18,1800,A
mr0_18,1801,B
mr0_18,1802,A
mr0_18,1803,C
mr0_18,1804,B
mr0_18,1805,C
mr0_18,1806,C
mr0_18,1807,A
mr0_18,1808,A
mr0_18,1809,C
mr0_18,1810,B
mr0_19,1900,C
mr0_19,1901,A
mr0_19,1902,C
mr0_19,1903,B
mr0_19,1904,A
mr0_19,1905,B
mr0_19,1906,C
mr0_19,1907,C
mr0_19,1908,B
mr0_19,1909,A
mr0_19,1910,A
mr0_20,2000,B
mr0_20,2001,B
mr0_20,2002,C
mr0_20,2003,A
mr0_20,2004,A
mr0_20,2005,C
mr0_20,2006,A
mr0_20,2007,A
mr0_20,2008,A
mr0_20,2009,B
mr0_20,2010,C
mr0_21,2100,A
mr0_21,2101,C
mr0_21,2102,B
mr0_21,2103,B
mr0_21,2104,B
mr0_21,2105,B
mr0_21,2106,B
mr0_21,2107,C
mr0_21,2108,A
mr0_21,2109,C
mr0_21,2110,C
mr0_22,2200,C
mr0_22,2201,B
mr0_22,2202,B
mr0_22,2203,C
mr0_22,2204,B
mr0_22,2205,A
mr0_22,2206,C
mr0_22,2207,C
mr0_22,2208,B
mr0_22,2209,C
mr0_22,2210,B
mr0_23,2300,A
mr0_23,2301,C
mr0_23,2302,A
mr0_23,2303,A
mr0_23,2304,C
mr0_23,2305,C
mr0_23,2306,B
mr0_23,2307,C
mr0_23,2308,C
mr0_23,2309,B
mr0_23,2310,A
mr0_24,2400,C
mr0_24,2401,B
mr0_24,2402,A
mr0_24,2403,C
mr0_24,2404,B
mr0_24,2405,B
mr0_24,2406,A
mr0_24,2407,A
mr0_24,2408,C
mr0_24,2409,B
mr0_24,2410,B
mr0_25,2500,A
mr0_25,2501,C
mr0_25,2502,B
mr0_25,2503,B
mr0_25,2504,C
mr0_25,2505,C
mr0_25,2506,C
mr0_25,2507,A
mr0_25,2508,C
mr0_25,2509,C
mr0_25,2510,A
mr0_26,2600,B
mr0_26,2601,C
mr0_26,2602,A
mr0_26,2603,C
mr0_26,2604,C
mr0_26,2605,A
mr0_26,2606,B
mr0_26,2607,A
mr0_26,2608,C
mr0_26,2609,A
mr0_26,2610,A
mr0_27,2700,B
mr0_27,2701,C
mr0_27,2702,C
mr0_27,2703,A
mr0_27,2704,C
mr0_27,2705,B
mr0_27,2706,B
mr0_27,2707,C
mr0_27,2708,A
mr0_27,2709,A
mr0_27,2710,C
mr0_28,2800,C
mr0_28,2801,B
mr0_28,2802,C
mr0_28,2803,B
mr0_28,2804,C
mr0_28,2805,A
mr0_28,2806,B
mr0_28,2807,A
mr0_28,2808,B
mr0_28,2809,A
mr0_28,2810,B
mr0_29,2900,C
mr0_29,2901,A
mr0_29,2902,A
mr0_29,2903,C
mr0_29,2904,A
mr0_29,2905,C
mr0_29,2906,C
mr0_29,2907,B
mr0_29,2908,B
mr0_29,2909,C
mr0_29,2910,C
mr0_30,3000,C
